"id"	"paper_text"
"156"	"Editor"
"157"	"Unruly"
"158"	"Rival"
"159"	"Violent"
"160"	"Brutal"
"161"	"Opponent"
"162"	"Brawl"
"163"	"Duplicate"
"164"	"Vicious"
"165"	"Whirling"
"166"	"Underdog"
"167"	"Thrust"
"168"	"Bewildered"
"169"	"Expand"
"170"	"Alter"
"171"	"Mature"
"172"	"Sacred"
"173"	"Revise"
"174"	"Pledge"
"175"	"Casual"
"176"	"Pursue"
"177"	"Unanimous"
"178"	"Fortunate"
"179"	"Pioneer"
"180"	"Innovative"
"181"	"Slender"
"182"	"Surpass"
"183"	"Vast"
"184"	"Doubt"
"185"	"Capacity"
"186"	"Penetrate"
"187"	"Pierce"
"188"	"Accurate"
"189"	"Microscope"
"190"	"Grateful"
"191"	"Cautions"
"192"	"Confident"
"193"	"Appeal"
"194"	"Addict"
"195"	"Wary"
"196"	"Aware"
"197"	"Misfortune"
"198"	"Avoid"
"199"	"Wretched"
"200"	"Keg"
"201"	"Nourish"
"202"	"Harsh"
"203"	"Quantity"
"204"	"Opt"
"205"	"Tragedy"
"206"	"Pedestrian"
"207"	"Glance"
"208"	"Budget"
"209"	"Nimble"
"210"	"Manipulate"
"211"	"Reckless"
"212"	"Horrid"
"213"	"Rave"
"214"	"Economical"
"215"	"Lubricate"
"216"	"Ingenious"
"217"	"Harvest"
"218"	"Abundant"
"219"	"Uneasy"
"220"	"Calculate"
"221"	"Absorb"
"222"	"Estimate"
"223"	"Morsel"
"224"	"Quota"
"225"	"Threat"
"226"	"Ban"
"227"	"Panic"
"228"	"Appropriate"
"229"	"Emerge"
"230"	"Jagged"
"231"	"Linger"
"232"	"Ambush"
"233"	"Crafty"
"234"	"Defiant"
"235"	"Vigor"
"236"	"Perish"
"237"	"Fragile"
"238"	"Captive"
"239"	"Prosper"
"240"	"Devour"
"241"	"Plea"
"242"	"Weary"
"243"	"Collide"
"244"	"Confirm"
"245"	"Verify"
"246"	"Anticipate"
"247"	"Dilemma"
"248"	"Detour"
"249"	"Merit"
"250"	"Transmit"
"251"	"Relieve"
"252"	"Baffle"
"253"	"Warden"
"254"	"Acknowledge"
"255"	"Justice"
"256"	"Delinquent"
"257"	"Reject"
"258"	"Deprive"
"259"	"Spouse"
"260"	"Vocation"
"261"	"Unstable"
"262"	"Homicide"
"263"	"Penalize"
"264"	"Beneficiary"
"265"	"Reptile"
"266"	"Rarely"
"267"	"Forbid"
"268"	"Logical"
"269"	"Exhibit"
"270"	"Proceed"
"271"	"Precaution"
"272"	"Extract"
"273"	"Prior"
"274"	"Embrace"
"275"	"Valiant"
"276"	"Partial"
"277"	"Fierce"
"278"	"Detest"
"279"	"Sneer"
"280"	"Scowl"
"281"	"Encourage"
"282"	"Consider"
"283"	"Vermin"
"284"	"Wail"
"285"	"Symbol"
"286"	"Authority"
"287"	"Neutral"
"288"	"Trifle"
"289"	"Architect"
"290"	"Matrimony"
"291"	"Baggage"
"292"	"Squander"
"293"	"Abroad"
"294"	"Fugitive"
"295"	"Calamity"
"296"	"Pauper"
"297"	"Envy"
"298"	"Collapse"
"299"	"Prosecute"
"300"	"Bigamy"
"301"	"Possible"
"302"	"Compel"
"303"	"Awkward"
"304"	"Venture"
"305"	"Awesome"
"306"	"Guide"
"307"	"Quench"
"308"	"Betray"
"309"	"Utter"
"310"	"Pacify"
"311"	"Respond"
"312"	"Beckon"
"313"	"Despite"
"314"	"Disrupt"
"315"	"Rash"
"316"	"Rapid"
"317"	"Exhaust"
"318"	"Severity"
"319"	"Feeble"
"320"	"Unite"
"321"	"Cease"
"322"	"Thrifty"
"323"	"Miserly"
"324"	"Monarch"
"325"	"Outlaw"
"326"	"Promote"
"327"	"Undernourished"
"328"	"Illustrate"
"329"	"Disclose"
"330"	"Excessive"
"331"	"Disaster"
"332"	"Censor"
"333"	"Culprit"
"334"	"Juvenile"
"335"	"Bait"
"336"	"Insist"
"337"	"Toil"
"338"	"Blunder"
"339"	"Daze"
"340"	"Mourn"
"341"	"Subside"
"342"	"Maim"
"343"	"Comprehend"
"344"	"Commend"
"345"	"Final"
"346"	"Exempt"
"347"	"Vain"
"348"	"Repetition"
"349"	"Depict"
"350"	"Mortal"
"351"	"Novel"
"352"	"Occupant"
"353"	"Appoint"
"354"	"Quarter"
"355"	"Site"
"356"	"Quote"
"357"	"Verse"
"358"	"Morality"
"359"	"Roam"
"360"	"Attract"
"361"	"Commuter"
"362"	"Confine"
"363"	"Idle"
"364"	"Idol"
"365"	"Jest"
"366"	"Patriotic"
"367"	"Dispute"
"368"	"Valor"
"369"	"Lunatic"
"370"	"Vein"
"371"	"Uneventful"
"372"	"Fertile"
"373"	"Refer"
"374"	"Distress"
"375"	"Diminish"
"376"	"Maximum"
"377"	"Flee"
"378"	"Vulnerable"
"379"	"Signify"
"380"	"Mythology"
"381"	"Colleague"
"382"	"Torment"
"383"	"Provide"
"384"	"Loyalty"
"385"	"Volunteer"
"386"	"Prejudice"
"387"	"Shrill"
"388"	"Jolly"
"389"	"Witty"
"390"	"Hinder"
"391"	"Lecture"
"392"	"Abuse"
"393"	"Mumble"
"394"	"Mute"
"395"	"Wad"
"396"	"Retain"
"397"	"Candidate"
"398"	"Precede"
"399"	"Adolescent"
"400"	"Coeducational"
"401"	"Radical"
"402"	"Spontaneous"
"403"	"Skim"
"404"	"Vaccinate"
"405"	"Untidy"
"406"	"Utensil"
"407"	"Sensitive"
"408"	"Temperate"
"409"	"Vague"
"410"	"Elevate"
"411"	"Lottery"
"412"	"Finance"
"413"	"Obtain"
"414"	"Cinema"
"415"	"Event"
"416"	"Discard"
"417"	"Soar"
"418"	"Subsequent"
"419"	"Related"
"420"	"Stationary"
"421"	"Prompt"
"422"	"Hasty"
"423"	"Scorch"
"424"	"Tempest"
"425"	"Soothe"
"426"	"Sympathetic"
"427"	"Redeem"
"428"	"Resume"
"429"	"Harmony"
"430"	"Refrain"
"431"	"Illegal"
"432"	"Narcotic"
"433"	"Heir"
"434"	"Majestic"
"435"	"Dwindle"
"436"	"Surplus"
"437"	"Traitor"
"438"	"Deliberate"
"439"	"Vandal"
"440"	"Drought"
"441"	"Abide"
"442"	"Unify"
"443"	"Summit"
"444"	"Heed"
"445"	"Biography"
"446"	"Drench"
"447"	"Swarm"
"448"	"Wobble"
"449"	"Tumult"
"450"	"Kneel"
"451"	"Dejected"
"452"	"Obedient"
"453"	"Recede"
"454"	"Tyrant"
"455"	"Charity"
"456"	"Verdict"
"457"	"Unearth"
"458"	"Depart"
"459"	"Coincide"
"460"	"Cancel"
"461"	"Debtor"
"462"	"Legible"
"463"	"Placard"
"464"	"Contagious"
"465"	"Clergy"
"466"	"Customary"
"467"	"Transparent"
"468"	"Scald"
"469"	"Epidemic"
"470"	"Obesity"
"471"	"Magnify"
"472"	"Chiropractor"
"473"	"Obstacle"
"474"	"Ventilate"
"475"	"Jeopardize"
"476"	"Negative"
"477"	"Pension"
"478"	"Vital"
"479"	"Municipal"
"480"	"Oral"
"481"	"Complacent"
"482"	"Wasp"
"483"	"Rehabilitate"
"484"	"Parole"
"485"	"Vertical"
"486"	"Multitude"
"487"	"Nominate"
"488"	"Potential"
"489"	"Morgue"
"490"	"Preoccupied"
"491"	"Upholstery"
"492"	"Indifference"
"493"	"Maintain"
"494"	"Snub"
"495"	"Endure"
"496"	"Wrath"
"497"	"Expose"
"498"	"Legend"
"499"	"Ponder"
"500"	"Resign"
"501"	"Drastic"
"502"	"Wharf"
"503"	"Amend"
"504"	"Ballot"
"505"	"quit, desert ,leave without planning to come back

ترک کردن، دست کشیدن"
"506"	"sharp, intense, eager

تیز،مشتاق، شدید، حساس"
"507"	"wanting what s.o else has, afraid that the one you love might prefer someone else,wanting what someone else has

حسود، ترس از اینکه شخصی که شما دوست دارید دیگری را ترجیح دهد"
"508"	"ability to say the right thing

توانایی در بیان سخن، تدبر، کاردانی"
"509"	"promise, solemn promise; blasphemous use of sacred words to express strong feelings; swear-word; Ex. For Christ's sake

سوگند، قسم، وعده دادن به اینکه چیزی درست است"
"510"	"empty, unoccupied

خال، تهی"
"511"	"difficulty, trouble; pain and suffering

سختی، تنگدستی"
"512"	"brave, heroic

شجاع، دلیر، زن نواز"
"513"	"information

شواهد، اطلاعات"
"514"	"unusual

عادت نکرده، ناآشنا"
"515"	"a man who has not married

مرد مجرد"
"516"	"become fit, add a modifier to a constituent

صلاحیت داشتن، شایستگی داشتن"
"517"	"a dead body

جسد، انسان مرده"
"518"	"hide

پنهان کردن"
"519"	"dark & depressing

افسرده، دلتنگ، گرفته"
"520"	"very cold

خیلی سرد"
"521"	"live in

اقامت داشتن در"
"522"	"without the power of feeling

بی حس، بن بست"
"523"	"danger

خطر"
"524"	"lie down

خوابیدن، دراز کشیدن، لم دادن"
"525"	"scream

جیغ زدن"
"526"	"evil

پلید، شرور، وحشتناک"
"527"	"test

امتحان کردن، وسوسه کردن"
"528"	"bet

شرط"
"529"	"usual

نوعی، نمادین"
"530"	"the lowest amount

حداقل، کمترین حد"
"531"	"hard to get

کم، کمیاب"
"532"	"once a year

سالیانه، یک ساله"
"533"	"make willing

متقاعد کردن، تشویق کردن"
"534"	"necessary

لازم، اصلی"
"535"	"a mixture

مخلوط کردن، ترکیب کردن"
"536"	"able to bee seen

پیدا، قابل روئیت"
"537"	"costly

گران، پرقیمت"
"538"	"natural ability

استعداد، نعمت"
"539"	"plan

اندیشیدن، برنامه ریزی کردن"
"540"	"in large quantity

عمده فروشی، بهطور عمده، گسترده"
"541"	"fog

بخار، مه"
"542"	"remove

رفع کردن، بیرون کردن، خذف کردن"
"543"	"a very wicked person

آدم شرور، تبهکار"
"544"	"thick

انبوه، غلیظ، متراکم"
"545"	"make use of

استفاده کردن"
"546"	"moist

مرطوب، نم"
"547"	"explanation based on thought

نظریه"
"548"	"go down

پایین آمدن، فرود آمدن"
"549"	"go around

گردش کردن، منتشر کردن، حرکت کردن"
"550"	"huge

بسیار بزرگ"
"551"	"tell beforehand

پیش بینی کردن"
"552"	"disappear

محو شدن، ناپدید شدن، غیب شدن"
"553"	"beliefs handed down from one generation to another

باورها، سنت ها و اعتقادات"
"554"	"in the country

روستایی"
"555"	"a load

بار، مسئولیت"
"556"	"grounds of a university

محوطه دانشگاه یا مدرسه"
"557"	"the large number

اکثریت، قسمت عمده"
"558"	"bring together

ساختن، گرد آوردن"
"559"	"examine

اکتشاف کردن، گردش کردن"
"560"	"subject that people think

موضوع، عنوان"
"561"	"a discussion against something

مناظره، مباحثه"
"562"	"get away from by cleverness

طفره رفتن، فرار کردن"
"563"	"search into

بررسی کردن، کاوش کردن"
"564"	"make better

اصلاح کردن، بهبود"
"565"	"come near

نزدیک شدن، پذیرفتن"
"566"	"discover

پیدا کردن، فهمیدن"
"567"	"fault

عیب، نقص"
"568"	"a person who work for pay

کارمند، کارگر، مستخدم"
"569"	"give too little care

اهمیت ندادن، غفلت کردن"
"570"	"mislead

فریب دادن، گول زدن"
"571"	"certainly

مطمئنا، بدون شک"
"572"	"liked by most people

رایج، عمومی، مشهور"
"573"	"complete

کامل، کافی"
"574"	"customer

موکل، مشتری"
"575"	"completely

جامع، وسیع، فراگیر"
"576"	"take something by cheating

کلاهبرداری کردن، فریب دادن"
"577"	"delay

به تاخیر انداختن، به زمان دیگری موکول کردن"
"578"	"agree

موافقت کردن، رضایت دادن"
"579"	"bulky

بزرگ، درشت، سنگین"
"580"	"a small case

کپسول، جعبه یا روکش کوچک"
"581"	"protect

نگه داشتن، حفظ کردن"
"582"	"express strong disapproval

محکوم کردن،متهم کردن، سرزنش کردن"
"583"	"having no like

بی نظیر، منحصر به فرد"
"584"	"flood

سیلاب، تند آب، هرچیز شدید"
"585"	"feel injured and angered at something

رنجیدن، اظهار تنفر از"
"586"	"disturb

آزار دادن، اذیت کردن"
"587"	"dark

تاریک، ابری، افسرده، دلگیر، کم نور"
"588"	"unexpected

غیر منتظره، پیش بینی نشده"
"589"	"overstate

مبالغه کردن، غلو کردن"
"590"	"amateur

کسی که کاری را برای تفریح انجام می دهد نه برای پول یا حرفه، آماتور"
"591"	"average

نه خوب، نه بد، معمولی"
"592"	"lack of sameness

گوناگون، انواع مختلف"
"593"	"TRUE

معتبر، موثق، محکم، درست"
"594"	"live longer than

زنده ماندن، باقی ماندن"
"595"	"mysterious

خارق العاده، عجیب، غیر طبیعی"
"596"	"important

مشهور، مهم، برجسته"
"597"	"care

امنیت، اطمینان خاطر، رها ازخطر"
"598"	"large

بزرگ، حجیم، جاگیر"
"599"	"unwilling

بی میل، ناراضی، بی رغبت"
"600"	"plain

آشکار، روشن، مشهود"
"601"	"neighborhood

مجاورت، همسایگی، اطراف، نسبت"
"602"	"100 years

قرن، سده"
"603"	"violent anger

خشم، غصب"
"604"	"document

سند، مدرک"
"605"	"finish

به پایان رساندن، تصمیم گرفتن"
"606"	"not to be denied

انکار ناپذیر، مسلم، بی تردید"
"607"	"oppose

مقاومت کردن، ایستادگی کردن"
"608"	"have not enough

فاقد بودن، بی بهره بودن"
"609"	"disregard

نادیده گرفتن، رد کردن"
"610"	"call to a fight

چالش، زیر سوال بردن"
"611"	"small scale

مینیاتور، عکس کوچک، ماکت"
"612"	"source

منبع، منشا، مرجع"
"613"	"do better than

برتری داشتن، بهتر بودن"
"614"	"of women or girls

زنانه، دخترانه"
"615"	"get up on

سوار شدن، بالا رفتن"
"616"	"be a rival

رقابت کردن، مسابقه دادن"
"617"	"causing great fear

ترسیدن از، وحشت داشتن از"
"618"	"male

مردانه"
"619"	"threat

تهدید، خطر، مزاحم"
"620"	"leaning

گرایش، تمایل"
"621"	"set too low a value

دست کم گرفتن، کمتر از حد براورد کردن"
"622"	"having won a victory

پیروز، برنده، پیروزی"
"623"	"several

زیاد، متعدد، سنگین"
"624"	"easily bent

قبل انعطاف، نرم"
"625"	"that which makes clear the truth

مدرک، اثر، گواه"
"626"	"alone

تنها، گوشه گیرانه، مجرد، منزوی"
"627"	"power of seeing

بینایی، دید، بصیرت"
"628"	"happening often

مکرر، پی در پی، سریع"
"629"	"quick view

نظر اجمالی، اشاره"
"630"	"done not long ago

تازه، اخیر"
"631"	"ten years

دوره ده ساله، دهه"
"632"	"fail to act quickly

درنگ کردن، تردید کردن، گیر کردن"
"633"	"foolish

احمقانه، بی معنی، پوچ"
"634"	"disagreement

اختلاف نظر، درگیری، تضاد"
"635"	"less than half

اقلیت، بخش، کمتر"
"636"	"that which is imagined

تخیلی، بی اساس، ساختگی، افسانه، قصه"
"637"	"set on fire

آتش گرفتن، سوزاندن، آتش زدن، برانگیختن"
"638"	"put an end to

منسوخ کردن، لغو کردن"
"639"	"having to do with cities

شهری"
"640"	"people of the city or country

جمعیت"
"641"	"free in expressing

بی پرده، رک و راست، صریح"
"642"	"make dirty

آلوده کردن"
"643"	"make known

آشکار کردن، فاش کردن، برملا کردن"
"644"	"forbid by law

منع کردن، ممانعت کردن"
"645"	"important

فوری، ضروری، مهم"
"646"	"as much as is needed

کافی، مناسب"
"647"	"become less

کاستن، کم کردن"
"648"	"able to be heard

شنیدنی، قابل شنیدن"
"649"	"writer for newspaper

روزنامه نگار"
"650"	"starvation

گرسنگی، قحطی، کمبود شدید"
"651"	"come back to life

زنده کردن، زنده شدن، احیا، به هوش آمدن"
"652"	"start

آغاز کردن، شروع کردن"
"653"	"watchful

هوشیار، تیز بین، متوجه"
"654"	"recognize as being

شناختن،، شناسایی کردن، تعیین کردن"
"655"	"move from one lace to another

مهاجرت کردن، جا به جا شدن"
"656"	"a ship

کشتی، ظرف گود، رگ"
"657"	"continue firmly

پافشاری، اصرار، تداوم"
"658"	"misty

مه آلود ، پردود، نامشخص"
"659"	"a flash

درخشش نور، برق زدن"
"660"	"person who prepare a publication

ناشر، ویراستار، مدیر، سردبیر"
"661"	"lawless

نافرمان، سرکش، خلافکار، غیر قانونی"
"662"	"opponent

رقیب، حریف"
"663"	"rough force

پرخاشگر، تند، سخت، شدید"
"664"	"cruel

بی ادب، وحشی، بی رحم"
"665"	"rival

حریف، رقیب، مخالف"
"666"	"a noisy fight

داد و بیداد کردن، نزاع کردن"
"667"	"an exact copy

کپی دقیق، دقیقا کاری را تکرار کردن"
"668"	"evil

بدکار، رذل، بی رحم"
"669"	"turn round

چرخاندن، چرخیدن، چرخ زدن، تاب خوردن"
"670"	"one who is expected to lose

طرف بازنده، طرف ضعیف تر"
"671"	"push with force

هل دادن، بلند کردن، انداختن، سوراخ کردن"
"672"	"confused completely

گیج شده، متحیر، شگفت زده"
"673"	"enlarge

گسترش دادن، بهبود دادن، توسعه دادن، منبسط کردن"
"674"	"change

تغییر دادن، عوض کردن"
"675"	"fully grown

رسیده، شخص بالغ، باتجربه، هدفمند"
"676"	"holy

پاک، مقدس، روحانی، شایسته"
"677"	"change

تغییر دادن، تجدید نظر کردن"
"678"	"promise

قول دادن، پیمان بستن، گرو گذاشتن"
"679"	"happening by chance

اتفاقی، سرسری، حساب نشده، تصادفی"
"680"	"follow

دنبال کردن، پیش رفتن، ادامه دادن"
"681"	"in complete agreement

هم رای، یک دل، موافق"
"682"	"lucky

خوشبخت، خوش شانس، سعادتمند"
"683"	"one who goes first

پیشقدم، پیشتاز، پیشرو، مهندس"
"684"	"fresh

باهوش، مبتکر، سازنده، طراح، نوآور، خلاق"
"685"	"slim

لاغر، باریک، ناچیز، کم، ضعیف"
"686"	"excel

پیش افتادن، جلو زدن"
"687"	"very great

بزرگ، گسترده، متراکم، عمیق، وسیع"
"688"	"not believe

باور نکردن، شک داشتن"
"689"	"amount of space

گنجایش، ظرفیت"
"690"	"get into

رخنه کردن، نفوذ کردن"
"691"	"go into

سوراخ کردن، شکافتن، نفوذ کردن، پاره کردن، کر کردن"
"692"	"exactly right

درست، دقیق، کامل، با دقت"
"693"	"microscope

میکروسکوپ"
"694"	"thankful

سپاسگزار، ممنون، خشنود، راضی"
"695"	"very careful

محتاط، مواظب، هوشیار، مراقب"
"696"	"sure

مطمئن، خونسرد، خاطر جمع، محرم اسرار"
"697"	"attraction

جلب توجه، علاقه، در خواست کردن"
"698"	"one who cannot break away from a habit

عادت کردن، معتاد به کاری"
"699"	"cautious

محتاط، ملاحظه کار، مراقب"
"700"	"knowing

آگاه، با اطلاع، باخبر، مراقب"
"701"	"bad luck

بدبختی، بدشانسی"
"702"	"keep away from

اجتناب کردن، دوری کردن"
"703"	"miserable

تاسف بار، مصیبت انگیز، پست، بسیار بد"
"704"	"small barrel

بشکه ای کوچک، با ظرفیت کمتر از 10 گالن، جعبه"
"705"	"feed

تغذیه کردن، تقویت کردن، پرورش دادن"
"706"	"rough to the touch

زمخت، زننده، تند، خشن"
"707"	"amount

مقدار، کمیت"
"708"	"select

انتخاب کردن، برگزیدن، ملحق شدن"
"709"	"a sad play

مصیبت، فاجعه، نمایش فاجعه، تراژدی"
"710"	"walker

پیاده رو،عابر پیاده"
"711"	"a quick look

نگاه مختصر و اجمالی، اشاره کردن"
"712"	"amount of money that can be spend

بودجه"
"713"	"quick moving

چابک، فرز، تند، زرنگ"
"714"	"handle skilfully

با مهارت انجام دادن، درست به کار بردن، با دست انجام دادن"
"715"	"careless

بی دقت، بی ملاحظه، بی توجه"
"716"	"terrible

وحشتناک، ترسناک"
"717"	"talk wildly

غلو کردن، یاوه گفتن"
"718"	"not wasting money or time

صرفه جویی، اقتصادی، مقرون به صرفه"
"719"	"grease

روغن کاری، گریس زدن، روان کردن"
"720"	"clever

باهوش، هنرمند، صاحب"
"721"	"gathering in of grain

درو کردن، جمع کردن"
"722"	"more than enough

بیش از اندازه، خیلی زیاد"
"723"	"restless

ناآرام، ناراحت، مضطرب"
"724"	"find out by adding....

حساب کردن، برآورد کردن"
"725"	"take in or suck up

جذب کردن، مجذوب کردن"
"726"	"form a judgment

قضاوت کردن، تخمین زدن، پیش بینی کردن"
"727"	"a small bite

لقمه، تیکه، مقدار کم"
"728"	"share of a total due from or to a particular state

سهمیه"
"729"	"sign or cause of possible evil or harm

تهدید کردن"
"730"	"prohibit

ممنوع کردن، قدغن کردن، محروم کردن"
"731"	"unreasoning fear

ترس بدون دلیل"
"732"	"fit

اختصاص دادن، تصرف کردن"
"733"	"come out

بیرون آمدن، اعلام کردن، طلوع کردن، خارج شدن"
"734"	"with sharp points sticking out

دندانه دار،، اره مانند، لبه تیز"
"735"	"stay on

ماندن، تاخیر کردن، دیر راه رفتن"
"736"	"panahgah

کمین، کمین گاه"
"737"	"skillful in deceiving others

حیله گر، حقه باز، زیرک"
"738"	"openly resisting

بی اعتنا، جسور، گستاخانه"
"739"	"active strength or force

نیرو، قدرت، توان"
"740"	"be destroyed

ویران کردن، مردن، نابود شدن"
"741"	"easy broken

شکننده، آسیب پذیر، ضعیف، حساس"
"742"	"prisoner

اسیر، گرفتار، زندانی"
"743"	"be successful

موفق بودن، آینده روشن، درست"
"744"	"eat hungrily

خوردن، بلعیدن، جذب کردن"
"745"	"request

عنوان، درخواست، خواسته"
"746"	"tired

خسته، کسل، مانده"
"747"	"come together with force

به هم خوردن، تصادف کردن"
"748"	"verify

تایید کردن، تصدیق کردن"
"749"	"confirm

رسیدگی کردن، وارسی کردن"
"750"	"expect

پیش بینی کردن، منتظر چیزی بودن"
"751"	"a difficult choice

معما، مخمصه، وضع دشوار"
"752"	"a roundabout way

جاده انحرافی، مسیر فرعی"
"753"	"goodness

شایستگی، خوبی، ارزش، فایده"
"754"	"send over

انتقال دادن، فرستادن، پخش کردن، ارسال کردن"
"755"	"replace

کاستن، راحت کردن، مرخص کردن، برکنار کردن"
"756"	"be to hard to understand

برهم زدن، گیج کردن، گیج کننده"
"757"	"keeper

سرپرست، ناظر، نگهبان، زندانبان، رئیس زندان"
"758"	"admit to be true

اعتراف کردن، قبول کردن، تایید کردن"
"759"	"fair dealing

عدالت، رفتار منصفانه"
"760"	"an offender

بزه کار مجرم، غفلت کار، مقصر، داری تاخیر در پرداخت"
"761"	"refuse to take

نپذیرفتن، رد کردن"
"762"	"take away from by force

بی بهره کردن، محروم کردن"
"763"	"husband or wife

همسر، زن یا شوهر"
"764"	"occupation

حرفه، شغل، کار"
"765"	"not firmly fixed

ناپایدار، بی ثبات"
"766"	"murder

قتل، آدم کشی، قتل عام"
"767"	"set a penalty for

مجازات کردن، جریمه کردن"
"768"	"person who receive benefit

وارث، بهره مند، ذینفع"
"769"	"khazande

خزنده، آدم پست، چاپلوس"
"770"	"seldom

خیلی کم، به ندرت"
"771"	"make a rule against

ممنوع کردن، منع کردن"
"772"	"reasonable

منطقی، عاقلانه"
"773"	"show

نشان دادن، جلوه دادن"
"774"	"move forward

پیش رفتن، عمل کردن، رهسپار شدن"
"775"	"foresight

احتیاط، پیش بینی، دور اندیشی"
"776"	"pull out

بیرون کشیدن، استخراج کردن"
"777"	"earlier

از پیش، قبلی"
"778"	"a hug

درآغوش کشیدن، بغل کردن"
"779"	"brave

دلیر، دلاور، شجاع"
"780"	"not total

جزئی، بخشی، قسمتی"
"781"	"savage

درنده، خشمگین، عصبانی"
"782"	"hate

نفرت داشتن، بیزار بودن"
"783"	"show scorn

با ناگه مسخره کردن، تحقیر کردن"
"784"	"frown

اخم کردن"
"785"	"give courage to

تشویق کردن، ترغیب کردن"
"786"	"think about to decide

رسیدگی کردن، توجه کردن"
"787"	"moozy animal

حیوانات موزی"
"788"	"cry loudly

شیون کردن، ناله کردن"
"789"	"symbol

نشان، سمبل، نشانه"
"790"	"power delegated to another

قدرت، اقتدار، توانایی"
"791"	"on neither side of a quarrel

بیطرف، بی علاقه، نامعلوم"
"792"	"a small about

مقدار کم، مختصر"
"793"	"creator

سازنده، مهندس معمار، خالق"
"794"	"married life

زناشویی، ازدواج، عروسی"
"795"	"suitcases

چمدان، تجهیزات نظامی"
"796"	"spend foolishly

به هدر دادن، اسراف کردن، تلف کردن"
"797"	"going around

در خارج از کشور، بیرون، همه جا، شایع"
"798"	"a runaway

فراری، آواره گریخته، متواری"
"799"	"serious trouble

مصیبت، فاجعه، بلا"
"800"	"a very poor person

مسکین، بسیار فقیر"
"801"	"jealousy

حسادت، مایه حسادت"
"802"	"a breakdown

فروپاشیدن، سقوط کردن، تاکردن، بهم ریختن"
"803"	"bring before a court

به دادگاه احضار کردن، پیگرد، اقدام، ادامه دادن"
"804"	"having two wives at the same time

دو همسر داشتن"
"805"	"able to be

ممکن، شدنی، امکان پذیر، احتمالی"
"806"	"force

اجبار، مجبور کردن، وادار کردن"
